option,option_return,score,loss,epsilon,eval_clears
5043,0.776800968083244,480,41.32476806640625,0.88022875,
5098,-2.6945409740716952,483,39.47165298461914,0.8789225,
5154,-2.6787989254352085,341,38.67570495605469,0.8775925,
5208,4.1039821244107415,489,38.098941802978516,0.87631,
5265,0.8318736523011923,471,35.64219284057617,0.87495625,
5316,33.05183060349299,444,39.2090950012207,0.873745,
5369,-2.7006196086876684,193,46.09812545776367,0.87248625,
5428,0.569356732740045,462,39.07573318481445,0.871085,
5486,0.6573788144723842,329,35.56356430053711,0.8697075000000001,
5539,-2.697595564330978,320,38.383209228515625,0.86844875,
5593,-2.665623143110087,453,34.21703338623047,0.86716625,
5650,4.31653346112039,474,38.69355010986328,0.8658125,
5708,0.6036971701911527,450,35.52716827392578,0.8644350000000001,
5762,-2.7450902393036904,338,39.57512283325195,0.8631525,
5819,-2.668966911678986,335,41.75173568725586,0.86179875,
5879,0.9845024599717602,604,38.835296630859375,0.86037375,
5935,0.8267138838804594,453,38.26628112792969,0.85904375,
5991,-2.691455529365349,341,39.636741638183594,0.85771375,
6046,0.6734481765879894,456,35.81884002685547,0.8564075,
6101,-2.668966911678986,341,35.55217361450195,0.85510125,
6156,28.466795340264813,592,37.6142578125,0.853795,
6209,1.845438982845679,468,40.98406219482422,0.85253625,
6262,0.4947505608716719,335,32.72868347167969,0.8512775,
6319,0.7067879205049015,308,44.69878005981445,0.84992375,
6374,0.532271734926881,329,39.9395866394043,0.8486175,
6432,0.7246726798522821,341,37.21107864379883,0.84724,
6488,2.3977680194630606,489,40.353885650634766,0.8459099999999999,
6541,-2.697595564330978,332,32.422142028808594,0.84465125,
6598,0.7786494176542933,341,29.250816345214844,0.8432975,
6652,-2.7600075204158654,341,35.60216522216797,0.842015,
6707,-2.709511505690036,341,32.61820983886719,0.84070875,
6764,0.6745631194651655,341,35.668243408203125,0.8393550000000001,
6821,-2.706577278474784,338,38.618370056152344,0.83800125,
6879,1.706856857156593,465,35.28926086425781,0.83662375,
6933,0.6237450922951495,453,37.06174850463867,0.83534125,
6989,0.7414426288183874,474,43.24570083618164,0.83401125,
7047,0.5169490175776122,471,37.1990852355957,0.8326337500000001,
7102,23.527841504148487,296,39.22166061401367,0.8313275,
7159,2.217465043597576,459,36.361610412597656,0.82997375,
7211,0.6745631194651655,474,35.415992736816406,0.8287387500000001,
7269,0.6324097579042112,314,37.496360778808594,0.82736125,
7325,0.6160856603251692,477,34.634159088134766,0.82603125,
7380,0.8311891160180975,450,32.83087921142578,0.824725,
7433,-2.691455529365349,341,37.119873046875,0.8234662500000001,
7485,-2.6787989254352085,462,41.408424377441406,0.82223125,
7541,0.7774651729541947,326,37.426490783691406,0.82090125,
